1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.046523311,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.21012159,0.222423848,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.172895064,0.072432091,0.815110807,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.07599299,0.069478242,0.57108124,0.530279474,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.172182819,0.101637219,0.78413773,0.815130247,0.723334303,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.166587065,0.146915531,0.750844234,0.684468854,0.639852686,0.885959533,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.194503014,0.352168596,0.767047144,0.493757953,0.577260426,0.757792644,0.710547464,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.166955753,0.011031895,0.658451194,0.875356706,0.631977601,0.928367727,0.718968497,0.548526165,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.096559532,-0.005833895,0.332621931,0.455526264,0.658549976,0.772799217,0.584992396,0.506404975,0.768207073,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.129301357,-0.031486379,0.337714131,0.563009751,0.597062635,0.790155927,0.567583479,0.433032575,0.865870423,0.958929545,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.10369699,-0.124257138,-0.282406021,-0.22540006,0.338057186,0.198053387,0.147503778,0.112352155,0.159284801,0.579735741,0.499497682,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.267509502,-0.14959864,-0.521921915,-0.414931561,0.116909121,-0.054765064,-0.092682106,-0.127667583,-0.063863812,0.369448904,0.28987965,0.808437745,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.247801849,0.117504971,0.821165561,0.85639448,0.499910651,0.819777317,0.69203374,0.616597606,0.80481996,0.48514817,0.546941788,-0.159691117,-0.381481962,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.08614281,0.094414613,0.644441363,0.526445306,0.606248472,0.711604612,0.619461632,0.663416222,0.624602862,0.532194163,0.530932014,0.170870246,-0.129272691,0.598687823,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.249897726,0.081453536,0.647433045,0.702951879,0.419881348,0.722125486,0.579976595,0.511571922,0.725871247,0.484480956,0.543173705,-0.074297733,-0.266919761,0.954311418,0.525579482,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.058995327,0.068806238,0.505695505,0.383218101,0.563193339,0.614576018,0.528744462,0.580064375,0.530980742,0.520246078,0.506282669,0.262110783,-0.03029897,0.481773523,0.980074755,0.445521687,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.025684313,-0.023018617,0.115399437,0.141017179,0.573085678,0.5152538,0.438560037,0.32409555,0.462307918,0.769438881,0.692967435,0.719073795,0.457340129,0.226781985,0.470543129,0.269588298,0.519352908,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.049473548,0.07948346,0.067441579,0.005721592,0.417322569,0.35558543,0.292929713,0.308253431,0.296974121,0.546915664,0.490838588,0.61519302,0.349520548,0.109912102,0.561162586,0.147871524,0.63451826,0.793611076,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.082466143,-0.048515462,0.000378792,0.029014287,0.51572507,0.431096586,0.350701301,0.311775832,0.375108431,0.775197008,0.67520299,0.745514049,0.586696378,0.101651385,0.355285255,0.154702046,0.403377291,0.887436103,0.70692957,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
-0.076252254,0.023635802,0.382920852,0.384715895,0.48781233,0.591572904,0.546911423,0.390594,0.514432132,0.556493205,0.510996443,0.266047452,0.122613377,0.454580755,0.39000214,0.449582495,0.363813491,0.521980129,0.274142413,0.35788955,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
0.308724866,-0.062024235,-0.081340908,0.04796872,0.356949687,0.19444248,0.157764263,-0.046394827,0.188551034,0.413034176,0.336838902,0.394855485,0.503350112,0.042044212,0.016798619,0.081683286,0.039659425,0.477539666,0.202059107,0.448707503,0.526794894,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
